location,broken_year,industry,funded_status,survival_time,cause_of_failure,dataid
Beijing,2015,Social Media,No Funding,1283,no business model,960
Beijing,2015,Tool,No Funding,1009,no business model,961
Beijing,2015,Social Media,No Funding,1375,no business model,962
Beijing,2015,Education,Angel Round,1066,no market need,963
Beijing,2015,Social Media,No Funding,852,product mistimed,964
Beijing,2015,E-Commerce,No Funding,852,no business model,965
Beijing,2015,Travel,No Funding,1399,no business model,966
Beijing,2015,Social Media,No Funding,821,no business model,967
Beijing,2015,Tool,No Funding,2368,no business model,968
Beijing,2015,Social Media,No Funding,1091,no business model,969
Beijing,2015,Local Business,No Funding,848,no business model,970
Beijing,2015,Game,No Funding,695,no business model,971
Beijing,2015,Finance,No Funding,848,no business model,972
Beijing,2015,Finance,No Funding,938,no business model,973
Beijing,2015,Game,No Funding,937,no business model,974
Beijing,2015,Enterprise Service,No Funding,2217,no business model,975
Beijing,2015,E-Commerce,No Funding,1364,no business model,976
Beijing,2015,Local Business,No Funding,2367,no business model,977
Beijing,2015,Tool,No Funding,1029,no business model,978
Beijing,2015,Tool,No Funding,1242,product mistimed,979
Beijing,2015,Finance,Series B,1271,product mistimed,980
Beijing,2015,Local Business,No Funding,1150,no business model,981
Beijing,2015,Education,No Funding,755,no business model,982
Beijing,2015,E-Commerce,No Funding,1211,no business model,983
Beijing,2015,Finance,No Funding,997,no business model,984
Beijing,2015,Enterprise Service,No Funding,724,pivot gone bad,985
Beijing,2015,Finance,No Funding,876,supervision,986
Beijing,2015,E-Commerce,No Funding,2549,no business model,987
Beijing,2015,Social Media,No Funding,996,no business model,988
Beijing,2015,Finance,No Funding,814,no business model,989
Beijing,2015,Social Media,No Funding,3948,no business model,990
Beijing,2015,Health,No Funding,814,no business model,991
Beijing,2015,E-Commerce,No Funding,930,product mistimed,992
Beijing,2015,E-Commerce,Angel Round,1436,pricing/cost issue,993
Beijing,2015,E-Commerce,Angel Round,1129,pricing/cost issue,994
Beijing,2015,E-Commerce,Series A,1188,no market need,995
Beijing,2015,Enterprise Service,Acquired,1158,pivot gone bad,996
Beijing,2015,Local Business,Series C,944,no market need,997
Beijing,2015,E-Commerce,Series A,1100,get outcompeted,998
Beijing,2015,Health,No Funding,121,no business model,999
Beijing,2015,Social Media,No Funding,1100,get outcompeted,1000
Beijing,2015,E-Commerce,Series A,1430,no business model,1001
Beijing,2014,Transportation,Series B,2496,get outcompeted,1002
Beijing,2014,Finance,No Funding,2556,pivot gone bad,1003
Beijing,2014,Social Media,No Funding,2465,pivot gone bad,1004
Beijing,2014,Entertainment,No Funding,2465,pivot gone bad,1005
Beijing,2014,E-Commerce,No Funding,1157,lose focus,1006
Beijing,2014,Enterprise Service,Series A,1156,get outcompeted,1007
Beijing,2014,Marketing,No Funding,1184,no business model,1008
Beijing,2014,Finance,No Funding,1395,no business model,1009
Beijing,2014,Social Media,No Funding,1213,no business model,1010
Beijing,2014,Enterprise Service,No Funding,1122,no business model,1011
Beijing,2014,Travel,No Funding,1029,no business model,1012
Beijing,2014,Real Estate,No Funding,1150,no business model,1013
Beijing,2014,Entertainment,No Funding,844,no business model,1014
Beijing,2014,Tool,No Funding,1465,no business model,1015
Beijing,2014,Social Media,Series A,977,no market need,1016
Beijing,2014,Education,Series A,1281,no business model,1017
Beijing,2014,Game,Angel Round,1008,burn out,1018
Beijing,2013,E-Commerce,Series B,2222,ran out of cash,1019
Beijing,2013,Social Media,No Funding,2556,no market need,1020
Beijing,2013,Enterprise Service,Angel Round,2436,failure to pivot,1021
Beijing,2013,Enterprise Service,No Funding,1127,no business model,1022
Beijing,2013,Health,No Funding,1061,no business model,1023
Beijing,2013,Travel,Series A,1244,no market need,1024
Beijing,2013,Tool,No Funding,1029,no business model,1025
Beijing,2013,Game,No Funding,1090,no business model,1026
Beijing,2013,Enterprise Service,No Funding,846,pivot gone bad,1027
Beijing,2013,Game,No Funding,816,pivot gone bad,1028
Beijing,2013,Education,No Funding,663,no business model,1029
Beijing,2013,Enterprise Service,Series A,1434,get outcompeted,1030
Beijing,2012,Entertainment,Series A,2556,no business model,1031
Beijing,2012,Local Business,NEEQ,2466,pricing/cost issue,1032
Beijing,2012,Game,No Funding,2405,no business model,1033
Beijing,2012,Entertainment,Angel Round,2222,product mistimed,1034
Beijing,2012,New Industry,Series B,4409,ran out of cash,1035
Beijing,2012,Health,Series A,977,no market need,1036
Beijing,2011,Entertainment,Acquired,2312,get outcompeted,1037
Beijing,2011,Health,Series A,2374,lose focus,1038
Beijing,2011,Enterprise Service,No Funding,756,no business model,1039
Beijing,2011,Real Estate,No Funding,1424,get outcompeted,1040
Beijing,2010,Entertainment,Series B,2251,not the right team,1041
Beijing,2010,Entertainment,No Funding,1302,no business model,1042
Hunan,2019,Transportation,No Funding,763,burn out,1043
Hunan,2019,E-Commerce,Public,1864,lose focus,1044
Hunan,2017,Finance,No Funding,1705,supervision,1045
Hunan,2017,Social Media,Angel Round,1735,ran out of cash,1046
Hunan,2017,Education,No Funding,1582,no business model,1047
Hunan,2016,Finance,No Funding,1918,pivot gone bad,1048
Hunan,2016,Logistics,Series A,365,product mistimed,1049
Hunan,2015,Game,No Funding,1303,pivot gone bad,1050
Hunan,2015,Finance,No Funding,724,supervision,1051
Jiangsu,2019,Real Estate,No Funding,1193,ran out of cash,1052
Jiangsu,2019,Social Media,Angel Round,1431,no market need,1053
Jiangsu,2019,Enterprise Service,No Funding,1400,get outcompeted,1054
Jiangsu,2019,Entertainment,No Funding,1369,no business model,1055
Jiangsu,2018,Local Business,No Funding,1735,get outcompeted,1056
Jiangsu,2018,Transportation,No Funding,2070,no business model,1057
Jiangsu,2018,Marketing,Angel Round,1766,no business model,1058
Jiangsu,2018,Enterprise Service,No Funding,1705,no investor interest,1059
Jiangsu,2018,Hardware,No Funding,1521,pricing/cost issue,1060
Jiangsu,2018,Sports,No Funding,1705,pricing/cost issue,1061
Jiangsu,2018,Finance,No Funding,1582,supervision,1062
Jiangsu,2018,Enterprise Service,Angel Round,1735,no business model,1063
Jiangsu,2018,E-Commerce,Series C,3696,team/investors,1064
Jiangsu,2017,Entertainment,No Funding,1582,no business model,1065
Jiangsu,2017,E-Commerce,Series A,1491,no market need,1066
Jiangsu,2017,Transportation,No Funding,2070,pivot gone bad,1067
Jiangsu,2017,Enterprise Service,No Funding,2131,no business model,1068
Jiangsu,2017,Logistics,Series B,1978,ran out of cash,1069
Jiangsu,2017,Tool,No Funding,1194,no business model,1070
Jiangsu,2017,Local Business,Pre-A Round,676,no business model,1071
Jiangsu,2016,Game,Angel Round,1979,burn out,1072
Jiangsu,2016,Local Business,No Funding,2010,no business model,1073
Jiangsu,2016,Entertainment,No Funding,1105,no business model,1074
Jiangsu,2016,Hardware,Series A,1122,no business model,1075
Jiangsu,2016,Health,Angel Round,1030,get outcompeted,1076
Jiangsu,2016,Enterprise Service,No Funding,1270,poor product,1077
Jiangsu,2016,Transportation,No Funding,1180,no business model,1078
Jiangsu,2015,Education,No Funding,941,get outcompeted,1079
Jiangsu,2015,Education,No Funding,724,product mistimed,1080
Jiangsu,2014,Enterprise Service,Angel Round,2404,pivot gone bad,1081
Jiangsu,2014,Marketing,Angel Round,1101,failure to pivot,1082
Jiangsu,2013,Game,No Funding,2400,poor marketing,1083
Jiangsu,2013,Travel,Series A,1403,no investor interest,1084
Jiangsu,2011,Enterprise Service,Strategic,784,no investor interest,1085
Sichuan,2019,Finance,Series A,1757,ran out of cash,1086
Sichuan,2019,E-Commerce,Series A+,1612,no market need,1087
Sichuan,2019,Local Business,No Funding,1369,no market need,1088
Sichuan,2019,Enterprise Service,Angel Round,1461,no business model,1089
Sichuan,2019,Enterprise Service,No Funding,1400,no business model,1090
Sichuan,2019,Game,No Funding,396,ran out of cash,1091
Sichuan,2018,Finance,Angel Round,1552,supervision,1092
Sichuan,2018,Enterprise Service,Angel Round,1552,get outcompeted,1093
Sichuan,2018,Enterprise Service,No Funding,1613,no business model,1094
Sichuan,2018,Tool,Pre-A Round,1521,no market need,1095
Sichuan,2018,Tool,No Funding,1644,no business model,1096
Sichuan,2018,Transportation,Series A,1521,product mistimed,1097
Sichuan,2018,Finance,Angel Round,1433,no business model,1098
Sichuan,2018,Game,No Funding,1885,not the right team,1099
Sichuan,2017,Real Estate,Angel Round,1825,get outcompeted,1100
Sichuan,2017,Tool,No Funding,1705,no investor interest,1101
Sichuan,2017,Enterprise Service,No Funding,1582,pivot gone bad,1102
Sichuan,2017,Finance,Angel Round,1613,supervision,1103
Sichuan,2017,Enterprise Service,No Funding,1582,no business model,1104
Sichuan,2017,Transportation,Angel Round,1917,lose focus,1105
Sichuan,2017,Tool,Angel Round,1917,lose focus,1106
Sichuan,2017,Tool,No Funding,2070,no investor interest,1107
Sichuan,2017,Game,No Funding,1674,product mistimed,1108
Sichuan,2017,Social Media,No Funding,2160,no business model,1109
Sichuan,2017,Enterprise Service,No Funding,1947,no market need,1110
Sichuan,2017,Local Business,No Funding,830,no business model,1111
Sichuan,2017,Enterprise Service,No Funding,543,no business model,1112
Sichuan,2017,Travel,No Funding,450,no market need,1113
Sichuan,2017,E-Commerce,No Funding,723,no business model,1114
Sichuan,2017,Marketing,Angel Round,1411,failure to pivot,1115
Sichuan,2017,E-Commerce,Angel Round,736,no market need,1116
Sichuan,2017,Travel,Angel Round,1100,poor marketing,1117
Sichuan,2016,Social Media,Series A,1918,no market need,1118
Sichuan,2016,Education,No Funding,1887,get outcompeted,1119
Sichuan,2016,Social Media,No Funding,1918,no business model,1120
Sichuan,2016,New Industry,No Funding,1278,no business model,1121
Sichuan,2016,Game,Angel Round,1888,no business model,1122
Sichuan,2016,Game,No Funding,1636,no business model,1123
Sichuan,2016,Travel,Angel Round,1038,get outcompeted,1124
Sichuan,2015,Finance,Acquired,1917,supervision,1125
Sichuan,2015,E-Commerce,No Funding,825,no business model,1126
Sichuan,2015,Social Media,Angel Round,1304,no market need,1127
Sichuan,2015,Marketing,No Funding,722,no business model,1128
Sichuan,2014,Game,Series A,2435,ran out of cash,1129
Sichuan,2014,Social Media,Angel Round,1008,ignore customers,1130
Hebei,2019,Finance,No Funding,1400,supervision,1131
Hebei,2018,Social Media,Angel Round,1424,no business model,1132
Hubei,2019,Real Estate,Angel Round,1612,get outcompeted,1133
Hubei,2019,Tool,Angel Round,1492,no market need,1134
Hubei,2019,E-Commerce,No Funding,1278,no business model,1135
Hubei,2019,Enterprise Service,No Funding,1419,ran out of cash,1136
Hubei,2018,Social Media,No Funding,1735,no market need,1137
Hubei,2018,Enterprise Service,No Funding,695,lose focus,1138
Hubei,2017,Game,No Funding,2009,get outcompeted,1139
Hubei,2017,Social Media,Series A,2160,no business model,1140
Hubei,2017,Local Business,Angel Round,1917,no market need,1141
Hubei,2017,Transportation,Angel Round,705,burn out,1142
Hubei,2016,Local Business,No Funding,1857,get outcompeted,1143
Hubei,2016,Health,No Funding,769,no business model,1144
Hubei,2015,Enterprise Service,Angel Round,1183,no investor interest,1145
Hubei,2013,Enterprise Service,Angel Round,1495,no market need,1146
Shaanxi,2019,Enterprise Service,Angel Round,1581,no investor interest,1147
Shaanxi,2019,Education,No Funding,1581,get outcompeted,1148
Shaanxi,2018,Marketing,No Funding,1644,no investor interest,1149
Shaanxi,2017,E-Commerce,Series A,2131,no business model,1150
Shaanxi,2017,Hardware,Angel Round,785,no business model,1151
Shaanxi,2016,Entertainment,Angel Round,2010,failure to pivot,1152
Shaanxi,2016,Transportation,Angel Round,2010,get outcompeted,1153
Shaanxi,2014,Enterprise Service,No Funding,2221,pivot gone bad,1154
Henan,2019,Enterprise Service,No Funding,547,pivot gone bad,1155
Henan,2016,Social Media,No Funding,1887,no business model,1156
Henan,2016,Travel,No Funding,1615,no business model,1157
Henan,2015,Local Business,No Funding,724,pivot gone bad,1158
Anhui,2019,Enterprise Service,No Funding,1522,no investor interest,1159
Anhui,2018,Enterprise Service,No Funding,1766,no investor interest,1160
Anhui,2017,E-Commerce,No Funding,2039,not the right team,1161
Anhui,2017,Transportation,No Funding,1006,pivot gone bad,1162
Anhui,2016,Enterprise Service,Pre-A Round,704,get outcompeted,1163
Anhui,2015,Local Business,No Funding,1126,no business model,1164
Anhui,2014,E-Commerce,Series B,2556,no market need,1165
Chongqing,2019,Travel,Angel Round,1431,no market need,1166
Chongqing,2017,Entertainment,Series A,1825,poor marketing,1167
Chongqing,2017,Health,No Funding,2191,no business model,1168
Chongqing,2017,E-Commerce,No Funding,616,no business model,1169
Chongqing,2017,Local Business,Series A,799,no market need,1170
Chongqing,2017,E-Commerce,Series B,1189,founder,1171
Chongqing,2017,E-Commerce,Angel Round,1101,no business model,1172
Overseas,2019,Local Business,Series A,1612,burn out,1173
Overseas,2018,Local Business,Pre-A Round,1521,no market need,1174
Overseas,2018,Entertainment,Seed Round,1613,poor product,1175
Overseas,2018,Game,Series A,1825,not the right team,1176
Overseas,2018,Transportation,Acquired,1735,lose focus,1177
Overseas,2018,Logistics,Seed Round,1521,product mistimed,1178
Overseas,2018,Tool,Angel Round,1735,pivot gone bad,1179
Overseas,2017,Logistics,Series B,1644,no business model,1180
Overseas,2017,Local Business,Series B,2131,get outcompeted,1181
Overseas,2017,Hardware,Series A,1582,product mistimed,1182
Overseas,2017,Sports,Series A,1886,no business model,1183
Overseas,2017,Social Media,Series A,1552,poor product,1184
Overseas,2017,Hardware,Series A,1794,no market need,1185
Overseas,2017,Transportation,Seed Round,676,no business model,1186
Overseas,2017,Hardware,Series B,1766,poor product,1187
Overseas,2017,Logistics,Seed Round,1730,burn out,1188
Overseas,2017,Local Business,Series B,1519,no business model,1189
Overseas,2016,Enterprise Service,Acquired,2191,no investor interest,1190
Overseas,2016,Sports,Series B,2191,lose focus,1191
Overseas,2016,Local Business,Series A,1918,no market need,1192
Overseas,2016,Hardware,Series B,2071,burn out,1193
Overseas,2015,Social Media,Acquired,1886,no market need,1194
Overseas,2015,New Industry,Acquired,2555,poor product,1195
Overseas,2014,Hardware,Series E,2556,poor marketing,1196
Overseas,2010,Game,Strategic,2343,no market need,1197
Shandong,2018,Transportation,Angel Round,1491,no market need,1198
Shandong,2018,Hardware,Series A,1490,poor marketing,1199
Shandong,2017,Marketing,Series C,2191,pivot gone bad,1200
Shandong,2017,Tool,No Funding,1825,legal challenges,1201
Shandong,2017,Social Media,Pre-A Round,1552,no market need,1202
Shandong,2017,Social Media,No Funding,2009,no business model,1203
Shandong,2017,Enterprise Service,No Funding,1735,no business model,1204
Shandong,2017,Transportation,No Funding,890,no market need,1205
Shandong,2017,Education,Angel Round,1061,lose focus,1206
Shandong,2016,Game,No Funding,1857,get outcompeted,1207
Shandong,2016,Finance,No Funding,1220,no business model,1208
Shandong,2016,Local Business,No Funding,974,pivot gone bad,1209
Shandong,2015,Game,Angel Round,1150,no business model,1210
Shandong,2014,Marketing,No Funding,1156,pivot gone bad,1211
Liaoning,2018,Social Media,Angel Round,1521,no business model,1212
Liaoning,2018,Finance,Series A+,1569,supervision,1213
Liaoning,2017,Education,No Funding,2131,poor marketing,1214
Liaoning,2017,Local Business,No Funding,2131,pivot gone bad,1215
Liaoning,2017,E-Commerce,No Funding,2070,no business model,1216
Liaoning,2017,Tool,No Funding,1825,lose focus,1217
Liaoning,2017,Entertainment,No Funding,1825,lose focus,1218
Liaoning,2017,Marketing,No Funding,1613,lose focus,1219
Liaoning,2016,E-Commerce,No Funding,1190,get outcompeted,1220
Liaoning,2016,E-Commerce,No Funding,935,no business model,1221
Tianjin,2018,Enterprise Service,Angel Round,1521,product mistimed,1222
Tianjin,2018,Health,Angel Round,1674,no business model,1223
Hong Kong,2018,Transportation,Series A,555,burn out,1224
Hong Kong,2016,Tool,Series A,2191,no market need,1225
Taiwan,2017,Hardware,Angel Round,1674,no market need,1226
Taiwan,2017,Education,Angel Round,1825,no market need,1227
Taiwan,2017,Enterprise Service,No Funding,2191,lose focus,1228
Taiwan,2017,E-Commerce,No Funding,1856,pivot gone bad,1229
Taiwan,2015,Education,Series A,976,poor marketing,1230
Yunnan,2017,E-Commerce,No Funding,1613,no investor interest,1231
Guangxi,2016,E-Commerce,No Funding,943,no market need,1232
Guangxi,2016,E-Commerce,No Funding,974,no market need,1233
Heilongjiang,2015,E-Commerce,No Funding,736,no business model,1234
