Id,GenderIDDesc,color
2309,MALE,BLK-TAN
2310,MALE,TRI
2311,,
2312,FEMALE,BLACK
2313,,
2314,MALE,BRN-BLK
2315,,BROWN
2316,MALE,BROWN
2317,MALE,RED-WHITE
2318,,BRN-WHT
2319,,
2320,,
2321,FEMALE,BROWN
2322,MALE,RED
2323,MALE,BLK-GRAY
2324,MALE,GRAY-WHT
2325,MALE,WHT-BROWN
2326,,
2327,MALE,ORANGE
2328,MALE,TAN-WHT
2329,MALE,BLK-TAN
2330,MALE,BLK
2331,MALE,TRI
2332,FEMALE,BRN-WHT
2333,FEMALE,BLK
2334,,
2335,FEMALE,BLK-WHT
2336,,
2337,MALE,BLK-WHT
2338,,
2339,FEMALE,BLK-WHT
2340,FEMALE,BLACK
2341,MALE,WHT-BRN
2342,MALE,
2343,FEMALE,BLACK-WHT
2344,,
2345,MALE,BLK-TAN
2346,MALE,TRI
2347,MALE,BLK-WHT
2348,FEMALE,GRAY
2349,,BRN-BLK
2350,FEMALE,TAN-WHT
2351,MALE,WHT-BLACK
2352,,
2353,MALE,BLK-WHT
2354,MALE,WHITE
2355,MALE,WHITE-GRAY
2356,MALE,BRN-WHT
2357,,
2358,MALE,BLK-SILVER
2359,,
2360,MALE,CREAM
2361,MALE,BLK-BRN
2362,,FAWN
2363,FEMALE,WHT-BLK
2364,MALE,TRI
2365,,
2366,MALE,BLK-WHT
2367,,CHOCOLATE
2368,MALE,BROWN-TAN
2369,,BROWN
2370,,
2371,,
2372,MALE,BLONDE
2373,,
2374,FEMALE,GRAY
2375,,
2376,FEMALE,BLACK
2377,MALE,BLACK/WHIT
2378,MALE,BRN-CREAM
2379,FEMALE,WHITE
2380,MALE,BRN-WHT
2381,,BRN-WHT
2382,MALE,WHT-BRN
2383,MALE,BLK-WHT
2384,MALE,TRI
2385,FEMALE,TRI
2386,FEMALE,TAN
2387,,YELLOW-WHT
2388,,
2389,,
2390,MALE,BRN-WHT
2391,FEMALE,GRAY
2392,,
2393,,
2394,MALE,WHITE-BRN
2395,MALE,TAN-BRN
2396,,
2397,MALE,WHT-BRINDL
2398,,
2399,MALE,BLK-WHT
2400,MALE,BR-BRINDLE
2401,MALE,RED-BLK
2402,,
2403,MALE,TAN
2404,,BLK-WHT
2405,FEMALE,BLK-WHT
2406,MALE,BROWN
2407,MALE,RED
2408,,
2409,FEMALE,
2410,FEMALE,BLK-WHT
2411,,BLK
2412,,WHITE
2413,FEMALE,BLK-BRN
2414,,
2415,MALE,BLK
2416,,
2417,MALE,TRI
2418,FEMALE,BROWN
2419,FEMALE,BRN-WHT
2420,FEMALE,WHT-BLK
2421,,
2422,MALE,BROWN
2423,FEMALE,TRI
2424,,
2425,MALE,BROWN
2426,,BLK
2427,MALE,TAN
2428,,
2429,MALE,WHITE
2430,MALE,BRN-BLK
2431,MALE,TAN
2432,,
2433,MALE,BLK-WHT
2434,,
2435,MALE,ORANGE-WHT
2436,,
2437,MALE,BLK-WHT
2438,MALE,WHITE
2439,,
2440,MALE,BLK
2441,,
2442,MALE,CHOCOLATE
2443,,BROWN
2444,FEMALE,BLONDE
2445,MALE,BROWN
2446,,GRAY - BLK
2447,MALE,WHT-BLK
2448,MALE,BRN-WHT
2449,,TRI
2450,FEMALE,BRN-WHT
2451,MALE,WHITE
2452,,
2453,FEMALE,BLK-WHT
2454,FEMALE,BLK-WHT
2455,FEMALE,BLK-TAN
2456,MALE,BRN-TAN
2457,,TAN
2458,MALE,BRN-BLK
2459,,TAN-BLK
2460,,
2461,FEMALE,BLK-BRN
2462,MALE,BROWN
2463,FEMALE,BLK-WHT
2464,,
2465,MALE,BLK-WHT
2466,MALE,WHT-BRN
2467,MALE,WHEATON
2468,MALE,BROWN
2469,MALE,BLK-BRN
2470,,
2471,MALE,WHT-BLK
2472,FEMALE,WHITE-BRN
2473,,
2474,MALE,RED
2475,MALE,BROWN
2476,MALE,BRN-WHT
2477,MALE,TRI
2478,,BLK-WHT
2479,FEMALE,CHESTNUT
2480,MALE,BLK-WHT
2481,MALE,TRI
2482,MALE,TAN
2483,MALE,ORANGE
2484,MALE,TAN
2485,FEMALE,REDDISH BR
2486,MALE,WHITE
2487,,
2488,MALE,WHITE
2489,MALE,WHT-BLK
2490,MALE,BLACK
2491,MALE,RED-WHT
2492,MALE,GREY-WHT
2493,,
2494,MALE,BRN-WHT
2495,MALE,BLK-GREY M
2496,,
2497,,BLK
2498,,
2499,,
2500,,
2501,,
2502,MALE,WHITE-SPOT
2503,MALE,BROWNISH T
2504,FEMALE,BROWN
2505,MALE,BLK-WHT
2506,FEMALE,BROWN
2507,,
2508,MALE,BLK
2509,,BLK-TAN
2510,MALE,RED-BRN
2511,FEMALE,BLUE
2512,,FAWN
2513,MALE,TAN
2514,,FAWN
2515,FEMALE,ORANGE
2516,,BLACK
2517,FEMALE,BRINDLE
2518,MALE,TABBT
2519,,
2520,FEMALE,BLK
2521,MALE,BRN-RED
2522,MALE,TAN/BROWN
2523,FEMALE,BLACK/BROW
2524,,
2525,FEMALE,WHT-GRAY-B
2526,MALE,BROWN
2527,,
2528,MALE,TAN
2529,MALE,BLK-WHT
2530,MALE,BLK-WHT
2531,MALE,BROWN
2532,MALE,WHITE
2533,MALE,CREAM-WHT-
2534,FEMALE,BLACK
2535,,ORANGE
2536,FEMALE,BLK-BRN
2537,MALE,BLK-WHT
2538,,BLK-BRN
2539,,FAWN
2540,,FAWN
2541,MALE,BLK-WHT
2542,FEMALE,BLK-WHT
2543,,
2544,MALE,TAN-WHT
2545,,
2546,MALE,BLK-WHT
2547,FEMALE,WHITE
2548,MALE,BROWN
2549,,
2550,FEMALE,TAN
2551,,
2552,FEMALE,BLACK
2553,,
2554,,
2555,MALE,GRAY
2556,MALE,TAN
2557,MALE,GOLDEN
2558,,
2559,,
2560,,TRI
2561,,
2562,FEMALE,BLACK
2563,MALE,BLK
2564,,
2565,MALE,BROWN
2566,FEMALE,BLUE-WHT
2567,MALE,TAN
2568,,BLK-BRN
2569,,
2570,,
2571,MALE,BLACK
2572,,
2573,MALE,TRI
2574,MALE,TAN-WHITE
2575,MALE,BLK
2576,MALE,BLACK
2577,,BLUE
2578,MALE,BROWN
2579,FEMALE,GRAY
2580,,
2581,MALE,NLACK
2582,,TRI
2583,MALE,BLK-WHT
2584,MALE,WHITE
2585,FEMALE,BLK-TAN
2586,FEMALE,GRAY
2587,MALE,BLACK
2588,,GRAY-WHT
2589,MALE,GRAY
2590,,BLK-BRN
2591,,
2592,,TRI
2593,,BROWN
2594,MALE,BRN-WHT
2595,MALE,LIGHT BRN
2596,,TRI
2597,,
2598,,
2599,MALE,GREY STRIP
2600,FEMALE,TRI
2601,,
2602,MALE,BROWN
2603,,
2604,,
2605,,
2606,,
2607,,TAN
2608,,
2609,,
2610,,
2611,,TRI-COLOR
2612,,BROWN/WHT
2613,MALE,BLACK
2614,,
2615,,
2616,MALE,GRAY
2617,FEMALE,RED GOLDEN
2618,FEMALE,TRI COLOR
2619,MALE,BROWN/WHT
2620,FEMALE,
2621,,
2622,,
2623,MALE,BROWN
2624,,YELLOW/ORG
2625,,
2626,,
2627,MALE,BLACK
2628,,
2629,,
2630,MALE,BROWN
2631,,
2632,,
2633,,
2634,MALE,BRINDLE
2635,,
2636,MALE,BLK/WHT
2637,,
2638,,
2639,MALE,BRN/WHT
2640,,
2641,MALE,BROWN/WHIT
2642,,
2643,,
2644,,
2645,,
2646,,
2647,FEMALE,GREY
2648,,
2649,,
2650,,BROWN/WHTE
2651,,
2652,FEMALE,ORANGE/WHT
2653,FEMALE,GREY/BLUE
2654,,
2655,,WHITE/TAN
2656,,
2657,MALE,CHOCOLATE
2658,MALE,BRN/WHT
2659,FEMALE,
2660,,
2661,MALE,
2662,FEMALE,CALLICO
2663,MALE,BRW/WHT
2664,,
2665,,
2666,MALE,
2667,MALE,
2668,,
2669,MALE,
2670,FEMALE,BLACK
2671,,
2672,FEMALE,TRICOLOR
2673,MALE,BLK/TAN
2674,FEMALE,BRN/WHT
2675,MALE,TAN/WHT
2676,FEMALE,BRN/WHT
2677,FEMALE,WHT/BLUE
2678,FEMALE,WHT/BWN
2679,MALE,BLK/BWN
2680,MALE,WHT/BRN
2681,MALE,TAN/TRICOL
2682,MALE,WHT/BWN
2683,MALE,BLACK
2684,MALE,TAN/WHT
2685,MALE,BRN TABBY
2686,MALE,BRN/WHT
2687,FEMALE,WHITE
2688,MALE,TAN/WHT
2689,MALE,BRINDLE/BR
2690,,WHITE
2691,FEMALE,RED
2692,FEMALE,GRAY/WHITE
2693,MALE,BROWN
2694,,
2695,,
2696,MALE,BLK/WHT
2697,,BLK/BRN
2698,,
2699,MALE,WHITE
2700,,BLACK
2701,,
2702,,
2703,,
2704,FEMALE,WHITE/RED
2705,FEMALE,BLK/WHITE
2706,MALE,BRN/WHT
2707,,WHITE
2708,MALE,BLACK
2709,,
2710,FEMALE,GREY/WHT
2711,FEMALE,WHT/BRINDL
2712,MALE,BLACK
2713,,
2714,FEMALE,
2715,,
2716,,BLACK
2717,MALE,WHT/BRN/BL
2718,MALE,WHT/GRAY
2719,MALE,BROWN
2720,,GRAY
2721,,
2722,MALE,BLK/WHT
2723,,
2724,MALE,TAN/WHT
2725,,
2726,FEMALE,WHT/BWN
2727,,
2728,,
2729,,
2730,,
2731,FEMALE,WHITE
2732,MALE,GOLDEN
2733,MALE,BLK/WHT
2734,MALE,BLK/TAN
2735,,
2736,MALE,BRN/WHT
2737,MALE,BROWN
2738,MALE,
2739,MALE,BLACK
2740,MALE,TRICOLOR
2741,MALE,BLK/WHT
2742,MALE,WHT/ORANGE
2743,MALE,YELLOW
2744,MALE,WHT/CRM
2745,MALE,BLACK
2746,,
2747,,
2748,MALE,BRN/BLK
2749,MALE,BROWN
2750,FEMALE,WHITE
2751,MALE,BEIGE
2752,MALE,RED
2753,MALE,RED/BRN
2754,MALE,BROWN
2755,FEMALE,GREY
2756,MALE,BLCK
2757,FEMALE,BRINDLE
2758,,BLK/BRN
2759,,
2760,MALE,BLACK
2761,MALE,GRY/BLDE
2762,MALE,BRN/TAN
2763,FEMALE,
2764,MALE,BROWN
2765,MALE,BLACK
2766,MALE,BROWN
2767,MALE,BLK/WHT
2768,,
2769,,BRN/BLK
2770,,
2771,MALE,BRN/BLK
2772,,BLACK
2773,MALE,BLACK/WHT
2774,MALE,WHT W/ BLK
2775,FEMALE,YELLOW
2776,FEMALE,BLK/BRN
2777,,
2778,,
2779,MALE,
2780,MALE,GRAY
2781,,BLACK
2782,MALE,TABBY
2783,MALE,GRAY TABBY
2784,FEMALE,BLACK/WHT
2785,MALE,GRAY TABBY
2786,MALE,WHT/BRN
2787,,
2788,MALE,
2789,,BLACK
2790,,
2791,FEMALE,BLK/WHT
2792,MALE,BLK/WHT
2793,,
2794,FEMALE,WHITE
2795,,
2796,,
2797,MALE,WHT/TAN
2798,,BROWN
2799,MALE,BROWN
2800,MALE,BLACK
2801,,
2802,,
2803,FEMALE,BLACK
2804,MALE,GRY/BRD
2805,MALE,TRICOLOR
2806,MALE,
2807,MALE,WHITE
2808,MALE,BROWN
2809,FEMALE,BLACK
2810,,BLACK
2811,,
2812,,BLACK/WHT
2813,FEMALE,WHT
2814,,BLK/TORTIE
2815,FEMALE,BLK
2816,,
2817,,
2818,MALE,BRN
2819,MALE,BLK/TAN
2820,MALE,BR AND WHT
2821,FEMALE,RED
2822,FEMALE,BLONDE
2823,MALE,BLUE MERLE
2824,MALE,WHT/BRN
2825,MALE,BRN/BLK
2826,MALE,WHITE
2827,,
2828,FEMALE,WHT/BRN
2829,,
2830,MALE,BLACK
2831,FEMALE,BLK/WHT
2832,MALE,SPOTTED
2833,FEMALE,GRAY
2834,MALE,TAN/WHT
2835,,
2836,MALE,BLACK
2837,MALE,GRAY/WHT
2838,MALE,BLUE
2839,,
2840,,
2841,FEMALE,TAN
2842,,
2843,MALE,TAN/WHITE
2844,FEMALE,BLACK
2845,FEMALE,CALICO
2846,MALE,BLK/WHT
2847,,BLK/WHT
2848,,
2849,,
2850,MALE,ORANGE
2851,FEMALE,RED
2852,MALE,TAN
2853,MALE,WHT/BRN
2854,FEMALE,BLUE/WHT
2855,MALE,BR/WHIT
2856,MALE,BRN/WHT
2857,MALE,BLK/TAN
2858,,
2859,,
2860,,
2861,,
2862,,BLACK
2863,,
2864,,
2865,,
2866,,
2867,,
2868,,
2869,,
2870,,
2871,,
2872,,
2873,,
2874,,
2875,FEMALE,TAN
2876,,
2877,FEMALE,ORANGE/BLK
2878,MALE,BRW/WHT
2879,FEMALE,BRINDLE
2880,FEMALE,BLK/YELLOW
2881,MALE,BLUE/TAN
2882,FEMALE,BROWN
2883,,WHITE
2884,MALE,BRN/WHT
2885,MALE,BLACK
2886,,
2887,,
2888,,
2889,MALE,GRAY
2890,,
2891,,
2892,,
2893,,
2894,MALE,BLACK
2895,,TAN
2896,FEMALE,WHITE
2897,,
2898,FEMALE,BLACK
2899,,
2900,,
2901,,
2902,,
2903,MALE,BLACK
2904,MALE,TRICOLOR
2905,MALE,BLK/WHT
2906,FEMALE,BRN/WHT
2907,FEMALE,BLCK
2908,,
2909,MALE,TRI
2910,,
2911,,
2912,MALE,BRN/WHT
2913,MALE,BRN/BLK
2914,MALE,WHT/BRN
2915,,
2916,MALE,BRN
2917,,
2918,,
2919,,
2920,MALE,TAN
2921,,BLACK
2922,FEMALE,BRN/WHT
2923,,BLACK
2924,MALE,WHITE
2925,FEMALE,WHT/TAN
2926,,
2927,,
2928,MALE,WHT/BRN
2929,FEMALE,BROWN
2930,,BLACK
2931,,
2932,FEMALE,RED
2933,,
2934,MALE,WHT/BLK
2935,MALE,BLK/BRN
2936,FEMALE,SILVER
2937,MALE,BRN/WHT
2938,MALE,BLK/TAN
2939,,
2940,,GRAY BROWN
2941,FEMALE,BRN/WHITE
2942,MALE,BLACK
2943,MALE,BLC BRN
2944,FEMALE,CALICO
2945,,
2946,MALE,BLUE/WHIT
2947,,
2948,,
2949,,
2950,,
2951,MALE,WHT/BRWN
2952,FEMALE,
2953,MALE,YELLOW
2954,,
2955,,
2956,,BROWN
2957,MALE,MULIT/BRN
2958,FEMALE,BLUE
2959,FEMALE,BLK/TRI
2960,MALE,
2961,MALE,BROWN
2962,FEMALE,RED
2963,MALE,BLACK
2964,MALE,BRIN/BLACK
2965,MALE,BROWN WHIT
2966,MALE,RED
2967,,
2968,,
2969,FEMALE,TAN
2970,MALE,BLK/TAN
2971,FEMALE,BLACK
2972,MALE,BRN/WHT
2973,MALE,WHITE
2974,,
2975,,
2976,,
2977,,
2978,,
2979,,
2980,FEMALE,BLK/WHT
2981,MALE,BLK/WHT
2982,MALE,TAN/WHT
2983,MALE,BLK/WHT
2984,FEMALE,
2985,MALE,BRN
2986,MALE,
2987,MALE,BLK/WHT
2988,FEMALE,BLK/TAN
2989,MALE,BLUE/WHT
2990,FEMALE,BLK/TAN
2991,FEMALE,GRY/WHT
2992,MALE,BLK/TAN
2993,MALE,TAN
2994,,
2995,MALE,BRN/WHT
2996,MALE,ORG TABBY
2997,,
2998,,
2999,MALE,WHT/BRN
3000,MALE,BRN/RED
3001,MALE,BRN/WHIT/B
3002,,BLACK
3003,MALE,BLACK
3004,MALE,BLACK
3005,,BLK/WHT
3006,FEMALE,GRAY
3007,MALE,ORANGE
3008,,
3009,MALE,BLK/WHT
3010,MALE,BLK/WHT/TA
3011,FEMALE,BRN/WHT
3012,MALE,BRINDLE
3013,MALE,BRINDLE
3014,FEMALE,WHT/TAN
3015,,WHITE
3016,,GREY
3017,MALE,TAN/BLK
3018,,
3019,MALE,TAN/BRN
3020,FEMALE,
3021,FEMALE,BRN/WHT
3022,MALE,BLK/WHT
3023,FEMALE,BROWN
3024,MALE,BLK
3025,,
3026,MALE,TAN/WHT
3027,MALE,BRN TABBY
3028,,BLACK
3029,,
3030,,
3031,,
3032,,BLACK
3033,FEMALE,BLK/WHT
3034,FEMALE,RED
3035,MALE,BLACK
3036,,
3037,,
3038,FEMALE,BLACK
3039,FEMALE,BLK.WHT
3040,,GRY/WHT
3041,MALE,WHT/GREY
3042,MALE,BRN/WHT
3043,FEMALE,WHT/TAN
3044,MALE,BRN/WHT
3045,MALE,GRAY
3046,FEMALE,CALICO
3047,MALE,ORG/WHT
3048,,
3049,FEMALE,GOLD/WHT
3050,MALE,BRINDLE
3051,,
3052,MALE,BLK/WHT
3053,FEMALE,BLACK
3054,,RED/BRN
3055,,
3056,,
3057,,BROWN
3058,,BROWN
3059,,
3060,MALE,BLK/GRAY
3061,MALE,RED
3062,FEMALE,CALICO
3063,,BROWN
3064,MALE,BROWN
3065,MALE,ORANGE
3066,MALE,BLK/TAN
3067,MALE,BRN TABBY
3068,FEMALE,BROWN
3069,,BLK/WHT
3070,MALE,TAN
3071,FEMALE,WHT/BROWN
3072,,
3073,,
3074,,
3075,MALE,BROWN
3076,FEMALE,
3077,MALE,BRN/WHT
3078,,
3079,,
3080,FEMALE,TAN/WHITE
3081,,BROWN
3082,,
3083,FEMALE,WHT/BRN
3084,,
3085,MALE,TAN/GR/BLK
3086,MALE,WHT/BLK
3087,MALE,BLK/WHT
3088,FEMALE,BRN/WHT
3089,FEMALE,WHT/BRN/BL
3090,FEMALE,BRN/WHT
3091,,
3092,MALE,WHITE
3093,MALE,BRINDLE
3094,MALE,BROWN
3095,,
3096,MALE,WHT.BRN
3097,FEMALE,TAN
3098,FEMALE,GRAY
3099,MALE,TAN/WHT
3100,MALE,ORANGE
3101,FEMALE,GOLD
3102,,
3103,,
3104,MALE,BLK/WHT
3105,,BLK/WHT
3106,,BLK/TAN
3107,,
3108,,
3109,MALE,BLACK
3110,MALE,BLK/TAN
3111,MALE,BLK/BRN
3112,MALE,FAWN
3113,FEMALE,WHT/BRN
3114,,
3115,,
3116,MALE,TAN
3117,MALE,TAN/WHT
3118,,
3119,FEMALE,WHITE
3120,MALE,
3121,MALE,TAN/WHT
3122,,
3123,MALE,BLK/BRN
3124,FEMALE,WHITE
3125,MALE,BLACK
3126,MALE,TOBY
3127,MALE,RED BLACK
3128,,
3129,FEMALE,
3130,FEMALE,TAN
3131,FEMALE,BLK/BRN
3132,MALE,TAN
3133,,
3134,,
3135,,
3136,,BLK/WHT
3137,UNKNOWN,
3138,,
3139,MALE,TAN/BLK
3140,FEMALE,WHIT/TAN
3141,FEMALE,BRN/BLK
3142,MALE,
3143,MALE,BLACK
3144,,
3145,MALE,BLACK
3146,MALE,BROWN
3147,FEMALE,GREY/WHT
3148,FEMALE,BRN/WHT
3149,MALE,WHITE
3150,MALE,BROWN
3151,MALE,ORANGE
3152,MALE,WHITE
3153,MALE,BRN/WHT
3154,MALE,BRN/WHT
3155,MALE,TAN/BLK
3156,MALE,RED
3157,,
3158,,
3159,MALE,BRINDLE
3160,MALE,TAN WHITE
3161,FEMALE,BLACK
3162,MALE,BLK/TAN
3163,MALE,BLK/WHT
3164,FEMALE,TABBY
3165,,GRAY
3166,,
3167,,
3168,,
3169,MALE,GREY
3170,,
3171,,
3172,,
3173,FEMALE,WHITE
3174,MALE,BLK/BRN
3175,FEMALE,ORG
3176,MALE,WHT/GRY
3177,,
3178,FEMALE,WHT/BLK
3179,FEMALE,BLUE/GRAY
3180,FEMALE,
3181,,WHT/TAN
3182,FEMALE,BRN/WHT
3183,FEMALE,BLACK
3184,MALE,BLK/BRN
3185,MALE,BLK/YELLOW
3186,,WHITE
3187,FEMALE,BLK/BRDLE
3188,MALE,WHT/BRN
3189,,
3190,MALE,BROWN
3191,MALE,TAN/WHT
3192,,TAN
3193,MALE,TAN/SILVER
3194,MALE,BLK WHITE
3195,,RED
3196,,
3197,FEMALE,BRN
3198,MALE,BLK/TAN
3199,MALE,WHT/BRN
3200,,
3201,MALE,BRN/TAN
3202,,
3203,,
3204,MALE,WHT/BRN
3205,,
3206,,
3207,MALE,BROWN
3208,FEMALE,RED/WHT
3209,,
3210,MALE,BRN/WHT
3211,,TAN
3212,FEMALE,ORG/WHITE
3213,,BLK/WHT
3214,,
3215,FEMALE,BLK/GRY
3216,MALE,WHT/BLK
3217,FEMALE,
3218,MALE,BLK/GRY
3219,MALE,BLACK
3220,FEMALE,TABBY
3221,MALE,YELLOW
3222,UNKNOWN,
3223,MALE,YELLOW
3224,,
3225,,
3226,,
3227,,
3228,FEMALE,BLK/WHITE
3229,MALE,
3230,MALE,BLACK
3231,MALE,TRI
3232,,
3233,,
3234,FEMALE,BL/WH/BROW
3235,,GRAY
3236,,
3237,MALE,BRENDLE
3238,MALE,BLK/WHT
3239,FEMALE,BLACK
3240,,
3241,MALE,WH/BLACK
3242,FEMALE,BLONDE
3243,,
3244,,
3245,MALE,BROWN
3246,,
3247,MALE,BLK/WHT
3248,,WHITE
3249,,BLK/WHT
3250,MALE,WHT/SABLE
3251,MALE,BROWN
3252,MALE,BLK/WHT
3253,MALE,TAN/BLK
3254,MALE,WHITE
3255,MALE,
3256,MALE,BROWN
3257,FEMALE,
3258,FEMALE,RED/WHT
3259,MALE,
3260,FEMALE,BLK/WHT
3261,,
3262,MALE,BLK/WHT
3263,,
3264,FEMALE,TAN
3265,MALE,
3266,FEMALE,GRAY
3267,,
3268,,BLK/WHT
3269,MALE,ORG/WHT
3270,,
3271,MALE,
3272,,
3273,MALE,BLACK
3274,MALE,BLACK
3275,,
3276,MALE,
3277,,
3278,FEMALE,
3279,,
3280,MALE,GRAY
3281,MALE,BRN/GRAY
3282,FEMALE,BLACK
3283,,BLUE
3284,,
3285,MALE,BRN/WHT
3286,MALE,BLACK
3287,FEMALE,GRAY
3288,,BLK/BRN
3289,,WHT/GRY
3290,,
3291,,
3292,FEMALE,GRAY/WHT
3293,MALE,BLACK
3294,FEMALE,RED/WHT
3295,MALE,
3296,FEMALE,
3297,MALE,BRN
3298,MALE,WHITE
3299,,BLK
3300,FEMALE,
3301,FEMALE,
3302,MALE,BROWN
3303,,
3304,,
3305,,
3306,,
3307,,
3308,,
3309,FEMALE,BLK/BRN
3310,FEMALE,BRN/BLK
3311,MALE,BLK/BRN
3312,MALE,TAN/BLK
3313,FEMALE,BRN
3314,,
3315,,
3316,,
3317,MALE,
3318,MALE,
3319,,
3320,MALE,
3321,MALE,YELLO
3322,,
3323,MALE,
3324,MALE,TAN
3325,FEMALE,
3326,FEMALE,FAWN/WHT
3327,FEMALE,
3328,MALE,BROWN/WHIT
3329,MALE,BROWN
3330,,
3331,,BROWN
3332,,
3333,MALE,ORANGE
3334,MALE,
3335,MALE,WHITE
3336,MALE,BLK/WHT
3337,,
3338,MALE,BLK.WHT
3339,FEMALE,RED
3340,MALE,BLUE MERLE
3341,MALE,WHITE
3342,FEMALE,BROWN
3343,MALE,
3344,MALE,
3345,,
3346,,
3347,MALE,BLACK
3348,,
3349,,BLACK
3350,,
3351,,
3352,MALE,
3353,MALE,BLK/BRN
3354,MALE,
3355,MALE,
3356,MALE,
3357,,
3358,,
3359,,
3360,FEMALE,
3361,FEMALE,BLK WHT
3362,MALE,WHT/BLK
3363,,BLK
3364,MALE,DRK GRAY
3365,,
3366,,
3367,MALE,
3368,MALE,
3369,FEMALE,
3370,FEMALE,BLK/GRY
3371,,
3372,,TRI
3373,MALE,BLACK
3374,MALE,YELLOW
3375,MALE,
3376,,
3377,,
3378,MALE,BROWN
3379,,
3380,MALE,BROWN
3381,MALE,WHITE
3382,,
3383,,YELLOW
3384,FEMALE,BLACK
3385,FEMALE,BRN/BLACK
3386,FEMALE,
3387,FEMALE,
3388,MALE,YELLOW/BRN
3389,,BLACK
3390,,
3391,,
3392,MALE,BLACK
3393,MALE,
3394,,
3395,MALE,BRN
3396,,
3397,,
3398,,
3399,MALE,
3400,MALE,
3401,FEMALE,
3402,,
3403,MALE,
3404,,
3405,,
3406,FEMALE,
3407,MALE,
3408,FEMALE,BLK/BRN
3409,FEMALE,RED
3410,MALE,BRN/BLK
3411,MALE,BLACK
3412,FEMALE,BLK/WHT
3413,MALE,
3414,MALE,
3415,,
3416,MALE,
3417,FEMALE,
3418,FEMALE,BLACK
3419,FEMALE,
3420,FEMALE,TAN
3421,,WHITE
3422,MALE,BLUE WHITE
3423,,
3424,,
3425,FEMALE,RE
3426,FEMALE,BLACK TAN
3427,,
3428,,
3429,,
3430,FEMALE,BLK WHITE
3431,FEMALE,GRAY TABBY
3432,MALE,BRN BLACK
3433,,
3434,MALE,RED
3435,,
3436,MALE,BLK/TAN
3437,,
3438,MALE,
3439,MALE,
3440,,
3441,,
3442,,TAN & ORG
3443,,
3444,MALE,BROWM
3445,FEMALE,BROWN/BLAC
3446,,
3447,,
3448,,
3449,,
3450,MALE,BRN WHT
3451,,
3452,,
3453,,BLACK
3454,FEMALE,
3455,MALE,BROWN
3456,FEMALE,
3457,MALE,TIGER STRI
3458,MALE,
3459,MALE,BLUE WHITE
3460,MALE,BLK WHT
3461,FEMALE,
3462,MALE,CREAM
3463,MALE,"BLK, BRW,"
3464,FEMALE,BLK & WHT
3465,FEMALE,TAN/BLK
3466,FEMALE,
3467,MALE,GRAY WHITE
3468,,
3469,MALE,CHOL/TAN
3470,MALE,BLK/BRW
3471,MALE,BROWN
3472,MALE,
3473,,
3474,MALE,
3475,MALE,BRN BLCK
3476,,
3477,MALE,BLUE/TAN
3478,MALE,
3479,MALE,ORANGE
3480,FEMALE,
3481,MALE,BRN/WHT
3482,FEMALE,
3483,MALE,
3484,,
3485,,
3486,,WHT/GRY
3487,,
3488,MALE,
3489,,RED
3490,,
3491,MALE,
3492,,
3493,,
3494,MALE,
3495,,
3496,,BLK
3497,MALE,
3498,MALE,
3499,FEMALE,
3500,,
3501,,BLK
3502,,
3503,FEMALE,
3504,,
3505,,BLACK
3506,MALE,
3507,,
3508,FEMALE,
3509,MALE,BLK/GRAY
3510,MALE,TAN
3511,MALE,
3512,,
3513,,
3514,,BLK/BRN
3515,MALE,
3516,,
3517,FEMALE,
3518,,
3519,,
3520,FEMALE,RED
3521,MALE,BLK/WHT
3522,MALE,GRAY
3523,MALE,YELLO
3524,MALE,BLK/WHT
3525,,ORANGE
3526,,
3527,MALE,
3528,MALE,BRN/BLCK
3529,MALE,
3530,,
3531,MALE,
3532,MALE,
3533,,
3534,,
3535,,
3536,FEMALE,BLUE/WHITE
3537,FEMALE,BRN/BLK
3538,FEMALE,WHITE BEIG
3539,FEMALE,
3540,,
3541,,
3542,,
3543,FEMALE,
3544,FEMALE,WHITE
3545,,
3546,MALE,
3547,MALE,
3548,,
3549,MALE,
3550,,
3551,MALE,BRN/BLK
3552,MALE,
3553,MALE,BLK/TAN
3554,MALE,
3555,MALE,BRINDLE
3556,FEMALE,BLACK
3557,,
3558,,
3559,MALE,
3560,MALE,
3561,FEMALE,BLK/WHITE
3562,,BRN/WHT
3563,MALE,RED
3564,,
3565,,
3566,,
3567,,
3568,,
3569,,
3570,MALE,BROWN
3571,,GRAY
3572,MALE,BLACK
3573,FEMALE,
3574,,
3575,,
3576,FEMALE,BLACK
3577,FEMALE,
3578,MALE,
3579,MALE,BLACK/WHIT
3580,,
3581,,
3582,,
3583,,
3584,,
3585,,
3586,MALE,
3587,,
3588,MALE,
3589,,BRN/BLK
3590,MALE,BLK/WHT
3591,,
3592,MALE,
3593,MALE,
3594,MALE,
3595,MALE,
3596,,
3597,,
3598,,BROWN
3599,,
3600,MALE,
3601,,
3602,,BRN/WHT
3603,,
3604,,
3605,MALE,BLUE
3606,FEMALE,
3607,FEMALE,WHITE
3608,FEMALE,
3609,FEMALE,
3610,MALE,
3611,FEMALE,BLK/WHT
3612,MALE,BLK & WHT
3613,MALE,ORANGE
3614,FEMALE,
3615,FEMALE,BLUE
3616,,
3617,MALE,
3618,MALE,
3619,,
3620,MALE,BROWN
3621,FEMALE,BLK/GRY
3622,MALE,
3623,,
