broken_year,industry,location,funded_status,survival_time,cause_of_failure,dataid
2015,Tool,Beijing,No Funding,1009,no business model,961
2015,Social Media,Beijing,No Funding,1375,no business model,962
2015,Education,Beijing,Angel Round,1066,no market need,963
2015,Social Media,Beijing,No Funding,852,product mistimed,964
2015,E-Commerce,Beijing,No Funding,852,no business model,965
2015,Travel,Beijing,No Funding,1399,no business model,966
2015,Social Media,Beijing,No Funding,821,no business model,967
2015,Tool,Beijing,No Funding,2368,no business model,968
2015,Social Media,Beijing,No Funding,1091,no business model,969
2015,Local Business,Beijing,No Funding,848,no business model,970
2015,Game,Beijing,No Funding,695,no business model,971
2015,Finance,Beijing,No Funding,848,no business model,972
2015,Finance,Beijing,No Funding,938,no business model,973
2015,Game,Beijing,No Funding,937,no business model,974
2015,Enterprise Service,Beijing,No Funding,2217,no business model,975
2015,E-Commerce,Beijing,No Funding,1364,no business model,976
2015,Local Business,Beijing,No Funding,2367,no business model,977
2015,Tool,Beijing,No Funding,1029,no business model,978
2015,Tool,Beijing,No Funding,1242,product mistimed,979
2015,Finance,Beijing,Series B,1271,product mistimed,980
2015,Local Business,Beijing,No Funding,1150,no business model,981
2015,Education,Beijing,No Funding,755,no business model,982
2015,E-Commerce,Beijing,No Funding,1211,no business model,983
2015,Finance,Beijing,No Funding,997,no business model,984
2015,Enterprise Service,Beijing,No Funding,724,pivot gone bad,985
2015,Finance,Beijing,No Funding,876,supervision,986
2015,E-Commerce,Beijing,No Funding,2549,no business model,987
2015,Social Media,Beijing,No Funding,996,no business model,988
2015,Finance,Beijing,No Funding,814,no business model,989
2015,Social Media,Beijing,No Funding,3948,no business model,990
2015,Health,Beijing,No Funding,814,no business model,991
2015,E-Commerce,Beijing,No Funding,930,product mistimed,992
2015,E-Commerce,Beijing,Angel Round,1436,pricing/cost issue,993
2015,E-Commerce,Beijing,Angel Round,1129,pricing/cost issue,994
2015,E-Commerce,Beijing,Series A,1188,no market need,995
2015,Enterprise Service,Beijing,Acquired,1158,pivot gone bad,996
2015,Local Business,Beijing,Series C,944,no market need,997
2015,E-Commerce,Beijing,Series A,1100,get outcompeted,998
2015,Health,Beijing,No Funding,121,no business model,999
2015,Social Media,Beijing,No Funding,1100,get outcompeted,1000
2015,E-Commerce,Beijing,Series A,1430,no business model,1001
2014,Transportation,Beijing,Series B,2496,get outcompeted,1002
2014,Finance,Beijing,No Funding,2556,pivot gone bad,1003
2014,Social Media,Beijing,No Funding,2465,pivot gone bad,1004
2014,Entertainment,Beijing,No Funding,2465,pivot gone bad,1005
2014,E-Commerce,Beijing,No Funding,1157,lose focus,1006
2014,Enterprise Service,Beijing,Series A,1156,get outcompeted,1007
2014,Marketing,Beijing,No Funding,1184,no business model,1008
2014,Finance,Beijing,No Funding,1395,no business model,1009
2014,Social Media,Beijing,No Funding,1213,no business model,1010
2014,Enterprise Service,Beijing,No Funding,1122,no business model,1011
2014,Travel,Beijing,No Funding,1029,no business model,1012
2014,Real Estate,Beijing,No Funding,1150,no business model,1013
2014,Entertainment,Beijing,No Funding,844,no business model,1014
2014,Tool,Beijing,No Funding,1465,no business model,1015
2014,Social Media,Beijing,Series A,977,no market need,1016
2014,Education,Beijing,Series A,1281,no business model,1017
2014,Game,Beijing,Angel Round,1008,burn out,1018
2013,E-Commerce,Beijing,Series B,2222,ran out of cash,1019
2013,Social Media,Beijing,No Funding,2556,no market need,1020
2013,Enterprise Service,Beijing,Angel Round,2436,failure to pivot,1021
2013,Enterprise Service,Beijing,No Funding,1127,no business model,1022
2013,Health,Beijing,No Funding,1061,no business model,1023
2013,Travel,Beijing,Series A,1244,no market need,1024
2013,Tool,Beijing,No Funding,1029,no business model,1025
2013,Game,Beijing,No Funding,1090,no business model,1026
2013,Enterprise Service,Beijing,No Funding,846,pivot gone bad,1027
2013,Game,Beijing,No Funding,816,pivot gone bad,1028
2013,Education,Beijing,No Funding,663,no business model,1029
2013,Enterprise Service,Beijing,Series A,1434,get outcompeted,1030
2012,Entertainment,Beijing,Series A,2556,no business model,1031
2012,Local Business,Beijing,NEEQ,2466,pricing/cost issue,1032
2012,Game,Beijing,No Funding,2405,no business model,1033
2012,Entertainment,Beijing,Angel Round,2222,product mistimed,1034
2012,New Industry,Beijing,Series B,4409,ran out of cash,1035
2012,Health,Beijing,Series A,977,no market need,1036
2011,Entertainment,Beijing,Acquired,2312,get outcompeted,1037
2011,Health,Beijing,Series A,2374,lose focus,1038
2011,Enterprise Service,Beijing,No Funding,756,no business model,1039
2011,Real Estate,Beijing,No Funding,1424,get outcompeted,1040
2010,Entertainment,Beijing,Series B,2251,not the right team,1041
2010,Entertainment,Beijing,No Funding,1302,no business model,1042
2019,Transportation,Hunan,No Funding,763,burn out,1043
2019,E-Commerce,Hunan,Public,1864,lose focus,1044
2017,Finance,Hunan,No Funding,1705,supervision,1045
2017,Social Media,Hunan,Angel Round,1735,ran out of cash,1046
2017,Education,Hunan,No Funding,1582,no business model,1047
2016,Finance,Hunan,No Funding,1918,pivot gone bad,1048
2016,Logistics,Hunan,Series A,365,product mistimed,1049
2015,Game,Hunan,No Funding,1303,pivot gone bad,1050
2015,Finance,Hunan,No Funding,724,supervision,1051
2019,Real Estate,Jiangsu,No Funding,1193,ran out of cash,1052
2019,Social Media,Jiangsu,Angel Round,1431,no market need,1053
2019,Enterprise Service,Jiangsu,No Funding,1400,get outcompeted,1054
2019,Entertainment,Jiangsu,No Funding,1369,no business model,1055
2018,Local Business,Jiangsu,No Funding,1735,get outcompeted,1056
2018,Transportation,Jiangsu,No Funding,2070,no business model,1057
2018,Marketing,Jiangsu,Angel Round,1766,no business model,1058
2018,Enterprise Service,Jiangsu,No Funding,1705,no investor interest,1059
2018,Hardware,Jiangsu,No Funding,1521,pricing/cost issue,1060
2018,Sports,Jiangsu,No Funding,1705,pricing/cost issue,1061
2018,Finance,Jiangsu,No Funding,1582,supervision,1062
2018,Enterprise Service,Jiangsu,Angel Round,1735,no business model,1063
2018,E-Commerce,Jiangsu,Series C,3696,team/investors,1064
2017,Entertainment,Jiangsu,No Funding,1582,no business model,1065
2017,E-Commerce,Jiangsu,Series A,1491,no market need,1066
2017,Transportation,Jiangsu,No Funding,2070,pivot gone bad,1067
2017,Enterprise Service,Jiangsu,No Funding,2131,no business model,1068
2017,Logistics,Jiangsu,Series B,1978,ran out of cash,1069
2017,Tool,Jiangsu,No Funding,1194,no business model,1070
2017,Local Business,Jiangsu,Pre-A Round,676,no business model,1071
2016,Game,Jiangsu,Angel Round,1979,burn out,1072
2016,Local Business,Jiangsu,No Funding,2010,no business model,1073
2016,Entertainment,Jiangsu,No Funding,1105,no business model,1074
2016,Hardware,Jiangsu,Series A,1122,no business model,1075
2016,Health,Jiangsu,Angel Round,1030,get outcompeted,1076
2016,Enterprise Service,Jiangsu,No Funding,1270,poor product,1077
2016,Transportation,Jiangsu,No Funding,1180,no business model,1078
2015,Education,Jiangsu,No Funding,941,get outcompeted,1079
2015,Education,Jiangsu,No Funding,724,product mistimed,1080
2014,Enterprise Service,Jiangsu,Angel Round,2404,pivot gone bad,1081
2014,Marketing,Jiangsu,Angel Round,1101,failure to pivot,1082
2013,Game,Jiangsu,No Funding,2400,poor marketing,1083
2013,Travel,Jiangsu,Series A,1403,no investor interest,1084
2011,Enterprise Service,Jiangsu,Strategic,784,no investor interest,1085
2019,Finance,Sichuan,Series A,1757,ran out of cash,1086
2019,E-Commerce,Sichuan,Series A+,1612,no market need,1087
2019,Local Business,Sichuan,No Funding,1369,no market need,1088
2019,Enterprise Service,Sichuan,Angel Round,1461,no business model,1089
2019,Enterprise Service,Sichuan,No Funding,1400,no business model,1090
2019,Game,Sichuan,No Funding,396,ran out of cash,1091
2018,Finance,Sichuan,Angel Round,1552,supervision,1092
2018,Enterprise Service,Sichuan,Angel Round,1552,get outcompeted,1093
2018,Enterprise Service,Sichuan,No Funding,1613,no business model,1094
2018,Tool,Sichuan,Pre-A Round,1521,no market need,1095
2018,Tool,Sichuan,No Funding,1644,no business model,1096
2018,Transportation,Sichuan,Series A,1521,product mistimed,1097
2018,Finance,Sichuan,Angel Round,1433,no business model,1098
2018,Game,Sichuan,No Funding,1885,not the right team,1099
2017,Real Estate,Sichuan,Angel Round,1825,get outcompeted,1100
2017,Tool,Sichuan,No Funding,1705,no investor interest,1101
2017,Enterprise Service,Sichuan,No Funding,1582,pivot gone bad,1102
2017,Finance,Sichuan,Angel Round,1613,supervision,1103
2017,Enterprise Service,Sichuan,No Funding,1582,no business model,1104
2017,Transportation,Sichuan,Angel Round,1917,lose focus,1105
2017,Tool,Sichuan,Angel Round,1917,lose focus,1106
2017,Tool,Sichuan,No Funding,2070,no investor interest,1107
2017,Game,Sichuan,No Funding,1674,product mistimed,1108
2017,Social Media,Sichuan,No Funding,2160,no business model,1109
2017,Enterprise Service,Sichuan,No Funding,1947,no market need,1110
2017,Local Business,Sichuan,No Funding,830,no business model,1111
2017,Enterprise Service,Sichuan,No Funding,543,no business model,1112
2017,Travel,Sichuan,No Funding,450,no market need,1113
2017,E-Commerce,Sichuan,No Funding,723,no business model,1114
2017,Marketing,Sichuan,Angel Round,1411,failure to pivot,1115
2017,E-Commerce,Sichuan,Angel Round,736,no market need,1116
2017,Travel,Sichuan,Angel Round,1100,poor marketing,1117
2016,Social Media,Sichuan,Series A,1918,no market need,1118
2016,Education,Sichuan,No Funding,1887,get outcompeted,1119
2016,Social Media,Sichuan,No Funding,1918,no business model,1120
2016,New Industry,Sichuan,No Funding,1278,no business model,1121
2016,Game,Sichuan,Angel Round,1888,no business model,1122
2016,Game,Sichuan,No Funding,1636,no business model,1123
2016,Travel,Sichuan,Angel Round,1038,get outcompeted,1124
2015,Finance,Sichuan,Acquired,1917,supervision,1125
2015,E-Commerce,Sichuan,No Funding,825,no business model,1126
2015,Social Media,Sichuan,Angel Round,1304,no market need,1127
2015,Marketing,Sichuan,No Funding,722,no business model,1128
2014,Game,Sichuan,Series A,2435,ran out of cash,1129
2014,Social Media,Sichuan,Angel Round,1008,ignore customers,1130
2019,Finance,Hebei,No Funding,1400,supervision,1131
2018,Social Media,Hebei,Angel Round,1424,no business model,1132
2019,Real Estate,Hubei,Angel Round,1612,get outcompeted,1133
2019,Tool,Hubei,Angel Round,1492,no market need,1134
2019,E-Commerce,Hubei,No Funding,1278,no business model,1135
2019,Enterprise Service,Hubei,No Funding,1419,ran out of cash,1136
2018,Social Media,Hubei,No Funding,1735,no market need,1137
2018,Enterprise Service,Hubei,No Funding,695,lose focus,1138
2017,Game,Hubei,No Funding,2009,get outcompeted,1139
2017,Social Media,Hubei,Series A,2160,no business model,1140
2017,Local Business,Hubei,Angel Round,1917,no market need,1141
2017,Transportation,Hubei,Angel Round,705,burn out,1142
2016,Local Business,Hubei,No Funding,1857,get outcompeted,1143
2016,Health,Hubei,No Funding,769,no business model,1144
2015,Enterprise Service,Hubei,Angel Round,1183,no investor interest,1145
2013,Enterprise Service,Hubei,Angel Round,1495,no market need,1146
2019,Enterprise Service,Shaanxi,Angel Round,1581,no investor interest,1147
2019,Education,Shaanxi,No Funding,1581,get outcompeted,1148
2018,Marketing,Shaanxi,No Funding,1644,no investor interest,1149
2017,E-Commerce,Shaanxi,Series A,2131,no business model,1150
2017,Hardware,Shaanxi,Angel Round,785,no business model,1151
2016,Entertainment,Shaanxi,Angel Round,2010,failure to pivot,1152
2016,Transportation,Shaanxi,Angel Round,2010,get outcompeted,1153
2014,Enterprise Service,Shaanxi,No Funding,2221,pivot gone bad,1154
2019,Enterprise Service,Henan,No Funding,547,pivot gone bad,1155
2016,Social Media,Henan,No Funding,1887,no business model,1156
2016,Travel,Henan,No Funding,1615,no business model,1157
2015,Local Business,Henan,No Funding,724,pivot gone bad,1158
2019,Enterprise Service,Anhui,No Funding,1522,no investor interest,1159
2018,Enterprise Service,Anhui,No Funding,1766,no investor interest,1160
2017,E-Commerce,Anhui,No Funding,2039,not the right team,1161
2017,Transportation,Anhui,No Funding,1006,pivot gone bad,1162
2016,Enterprise Service,Anhui,Pre-A Round,704,get outcompeted,1163
2015,Local Business,Anhui,No Funding,1126,no business model,1164
2014,E-Commerce,Anhui,Series B,2556,no market need,1165
2019,Travel,Chongqing,Angel Round,1431,no market need,1166
2017,Entertainment,Chongqing,Series A,1825,poor marketing,1167
2017,Health,Chongqing,No Funding,2191,no business model,1168
2017,E-Commerce,Chongqing,No Funding,616,no business model,1169
2017,Local Business,Chongqing,Series A,799,no market need,1170
2017,E-Commerce,Chongqing,Series B,1189,founder,1171
2017,E-Commerce,Chongqing,Angel Round,1101,no business model,1172
2019,Local Business,Overseas,Series A,1612,burn out,1173
2018,Local Business,Overseas,Pre-A Round,1521,no market need,1174
2018,Entertainment,Overseas,Seed Round,1613,poor product,1175
2018,Game,Overseas,Series A,1825,not the right team,1176
2018,Transportation,Overseas,Acquired,1735,lose focus,1177
2018,Logistics,Overseas,Seed Round,1521,product mistimed,1178
2018,Tool,Overseas,Angel Round,1735,pivot gone bad,1179
2017,Logistics,Overseas,Series B,1644,no business model,1180
2017,Local Business,Overseas,Series B,2131,get outcompeted,1181
2017,Hardware,Overseas,Series A,1582,product mistimed,1182
2017,Sports,Overseas,Series A,1886,no business model,1183
2017,Social Media,Overseas,Series A,1552,poor product,1184
2017,Hardware,Overseas,Series A,1794,no market need,1185
2017,Transportation,Overseas,Seed Round,676,no business model,1186
2017,Hardware,Overseas,Series B,1766,poor product,1187
2017,Logistics,Overseas,Seed Round,1730,burn out,1188
2017,Local Business,Overseas,Series B,1519,no business model,1189
2016,Enterprise Service,Overseas,Acquired,2191,no investor interest,1190
2016,Sports,Overseas,Series B,2191,lose focus,1191
2016,Local Business,Overseas,Series A,1918,no market need,1192
2016,Hardware,Overseas,Series B,2071,burn out,1193
2015,Social Media,Overseas,Acquired,1886,no market need,1194
2015,New Industry,Overseas,Acquired,2555,poor product,1195
2014,Hardware,Overseas,Series E,2556,poor marketing,1196
2010,Game,Overseas,Strategic,2343,no market need,1197
2018,Transportation,Shandong,Angel Round,1491,no market need,1198
2018,Hardware,Shandong,Series A,1490,poor marketing,1199
2017,Marketing,Shandong,Series C,2191,pivot gone bad,1200
2017,Tool,Shandong,No Funding,1825,legal challenges,1201
2017,Social Media,Shandong,Pre-A Round,1552,no market need,1202
2017,Social Media,Shandong,No Funding,2009,no business model,1203
2017,Enterprise Service,Shandong,No Funding,1735,no business model,1204
2017,Transportation,Shandong,No Funding,890,no market need,1205
2017,Education,Shandong,Angel Round,1061,lose focus,1206
2016,Game,Shandong,No Funding,1857,get outcompeted,1207
2016,Finance,Shandong,No Funding,1220,no business model,1208
2016,Local Business,Shandong,No Funding,974,pivot gone bad,1209
2015,Game,Shandong,Angel Round,1150,no business model,1210
2014,Marketing,Shandong,No Funding,1156,pivot gone bad,1211
2018,Social Media,Liaoning,Angel Round,1521,no business model,1212
2018,Finance,Liaoning,Series A+,1569,supervision,1213
2017,Education,Liaoning,No Funding,2131,poor marketing,1214
2017,Local Business,Liaoning,No Funding,2131,pivot gone bad,1215
2017,E-Commerce,Liaoning,No Funding,2070,no business model,1216
2017,Tool,Liaoning,No Funding,1825,lose focus,1217
2017,Entertainment,Liaoning,No Funding,1825,lose focus,1218
2017,Marketing,Liaoning,No Funding,1613,lose focus,1219
2016,E-Commerce,Liaoning,No Funding,1190,get outcompeted,1220
2016,E-Commerce,Liaoning,No Funding,935,no business model,1221
2018,Enterprise Service,Tianjin,Angel Round,1521,product mistimed,1222
2018,Health,Tianjin,Angel Round,1674,no business model,1223
2018,Transportation,Hong Kong,Series A,555,burn out,1224
2016,Tool,Hong Kong,Series A,2191,no market need,1225
2017,Hardware,Taiwan,Angel Round,1674,no market need,1226
2017,Education,Taiwan,Angel Round,1825,no market need,1227
2017,Enterprise Service,Taiwan,No Funding,2191,lose focus,1228
2017,E-Commerce,Taiwan,No Funding,1856,pivot gone bad,1229
2015,Education,Taiwan,Series A,976,poor marketing,1230
2017,E-Commerce,Yunnan,No Funding,1613,no investor interest,1231
2016,E-Commerce,Guangxi,No Funding,943,no market need,1232
2016,E-Commerce,Guangxi,No Funding,974,no market need,1233
2015,E-Commerce,Heilongjiang,No Funding,736,no business model,1234
