industry,broken_year,location,funded_status,survival_time,cause_of_failure,dataid
Transportation,2019,Guangdong,Series A,764,founder,966
Transportation,2018,Guangdong,Angel Round,1491,no market need,967
Transportation,2018,Guangdong,No Funding,1644,no market need,968
Transportation,2014,Guangdong,No Funding,1917,no business model,969
Transportation,2012,Guangdong,No Funding,267,no business model,970
Tool,2019,Guangdong,Series A,914,no business model,971
Tool,2019,Guangdong,Angel Round,1369,no market need,972
Tool,2017,Guangdong,Angel Round,1644,no market need,973
Tool,2017,Guangdong,No Funding,1917,pivot gone bad,974
Tool,2016,Guangdong,No Funding,1857,pivot gone bad,975
Tool,2015,Guangdong,No Funding,725,no business model,976
Local Business,2019,Guangdong,Series A+,1603,burn out,977
Local Business,2019,Guangdong,Strategic,637,founder,978
Local Business,2018,Guangdong,Angel Round,1825,no business model,979
Local Business,2018,Guangdong,Series A,1644,pivot gone bad,980
Local Business,2018,Guangdong,No Funding,1644,pricing/cost issue,981
Local Business,2018,Guangdong,Angel Round,1766,no market need,982
Local Business,2018,Guangdong,Angel Round,1006,no business model,983
Local Business,2017,Guangdong,Angel Round,1947,pivot gone bad,984
Local Business,2017,Guangdong,Angel Round,1521,get outcompeted,985
Local Business,2017,Guangdong,No Funding,1856,product mistimed,986
Local Business,2017,Guangdong,No Funding,891,no market need,987
Local Business,2017,Guangdong,Angel Round,1040,no investor interest,988
Local Business,2017,Guangdong,Angel Round,700,get outcompeted,989
Local Business,2017,Guangdong,Pre-A Round,2192,pivot gone bad,990
Local Business,2016,Guangdong,No Funding,768,no market need,991
Local Business,2015,Guangdong,No Funding,1346,no business model,992
Local Business,2015,Guangdong,No Funding,944,no business model,993
Local Business,2015,Guangdong,Angel Round,634,ran out of cash,994
Real Estate,2019,Guangdong,Series A,1553,supervision,995
Real Estate,2019,Guangdong,Series A,1461,product mistimed,996
Real Estate,2017,Guangdong,Pre-A Round,822,ran out of cash,997
Real Estate,2017,Guangdong,No Funding,829,get outcompeted,998
Real Estate,2015,Guangdong,No Funding,647,no business model,999
Real Estate,2015,Guangdong,No Funding,943,get outcompeted,1000
Real Estate,2015,Guangdong,No Funding,631,no business model,1001
Marketing,2017,Guangdong,No Funding,1766,no business model,1002
Marketing,2016,Guangdong,Series B,1948,ignore customers,1003
Entertainment,2018,Guangdong,Series A+,1613,product mistimed,1004
Entertainment,2017,Guangdong,Angel Round,1886,no business model,1005
Entertainment,2017,Guangdong,No Funding,2039,pivot gone bad,1006
Entertainment,2017,Guangdong,No Funding,919,no business model,1007
Entertainment,2017,Guangdong,Angel Round,736,lose focus,1008
Entertainment,2016,Guangdong,No Funding,1887,product mistimed,1009
Entertainment,2016,Guangdong,Angel Round,1159,pivot gone bad,1010
Entertainment,2015,Guangdong,No Funding,2343,no market need,1011
Entertainment,2015,Guangdong,Angel Round,694,poor marketing,1012
Entertainment,2015,Guangdong,No Funding,1392,pivot gone bad,1013
Entertainment,2014,Guangdong,No Funding,998,get outcompeted,1014
Entertainment,2014,Guangdong,Series A,2784,legal challenges,1015
Entertainment,2014,Guangdong,No Funding,380,legal challenges,1016
Game,2018,Guangdong,Series B,1280,founder,1017
Game,2017,Guangdong,Series A,1917,legal challenges,1018
Game,2015,Guangdong,No Funding,2496,get outcompeted,1019
Game,2015,Guangdong,Series A,2282,get outcompeted,1020
Game,2014,Guangdong,No Funding,2404,get outcompeted,1021
Social Media,2019,Guangdong,Angel Round,1612,no market need,1022
Social Media,2018,Guangdong,Series A,1644,product mistimed,1023
Social Media,2018,Guangdong,Angel Round,1491,no market need,1024
Social Media,2018,Guangdong,Angel Round,1644,no market need,1025
Social Media,2018,Guangdong,Angel Round,1582,no investor interest,1026
Social Media,2017,Guangdong,Angel Round,2039,pivot gone bad,1027
Social Media,2017,Guangdong,No Funding,1766,pivot gone bad,1028
Social Media,2017,Guangdong,No Funding,1825,product mistimed,1029
Social Media,2017,Guangdong,Series B,2954,poor product,1030
Social Media,2017,Guangdong,Series A,1105,no market need,1031
Social Media,2017,Guangdong,Angel Round,740,no market need,1032
Social Media,2017,Guangdong,Angel Round,976,get outcompeted,1033
Social Media,2016,Guangdong,Angel Round,1979,no business model,1034
Social Media,2016,Guangdong,No Funding,3036,no business model,1035
Social Media,2015,Guangdong,Series A,2131,pivot gone bad,1036
Social Media,2012,Guangdong,No Funding,2375,pivot gone bad,1037
Social Media,2012,Guangdong,No Funding,2375,pivot gone bad,1038
Enterprise Service,2019,Guangdong,Angel Round,1461,no market need,1039
Enterprise Service,2017,Guangdong,Angel Round,2191,get outcompeted,1040
Enterprise Service,2017,Guangdong,No Funding,1886,get outcompeted,1041
Enterprise Service,2016,Guangdong,No Funding,2132,get outcompeted,1042
Enterprise Service,2016,Guangdong,No Funding,2132,pricing/cost issue,1043
Enterprise Service,2016,Guangdong,No Funding,943,no business model,1044
Enterprise Service,2012,Guangdong,Angel Round,931,ignore customers,1045
Hardware,2018,Guangdong,No Funding,1644,ran out of cash,1046
Hardware,2018,Guangdong,Angel Round,1735,no market need,1047
Hardware,2018,Guangdong,Pre-A Round,1766,product mistimed,1048
Hardware,2017,Guangdong,Angel Round,1825,pricing/cost issue,1049
Hardware,2017,Guangdong,No Funding,1856,pricing/cost issue,1050
Hardware,2017,Guangdong,Strategic,3272,pricing/cost issue,1051
Hardware,2017,Guangdong,Series A,1038,product mistimed,1052
Hardware,2016,Guangdong,Series A,1918,pricing/cost issue,1053
Hardware,2015,Guangdong,Series B,1488,pricing/cost issue,1054
Hardware,2014,Guangdong,No Funding,623,legal challenges,1055
Hardware,2011,Guangdong,Series A,2404,no investor interest,1056
Sports,2018,Guangdong,Angel Round,1766,product mistimed,1057
Sports,2018,Guangdong,Pre-A Round,1825,ran out of cash,1058
Sports,2018,Guangdong,Series C,1275,product mistimed,1059
Travel,2017,Guangdong,Series A,1644,get outcompeted,1060
Travel,2017,Guangdong,Angel Round,522,no business model,1061
Travel,2016,Guangdong,Angel Round,1101,no business model,1062
Logistics,2018,Guangdong,Series A,1825,founder,1063
Logistics,2018,Guangdong,Pre-A Round,869,get outcompeted,1064
Logistics,2017,Guangdong,Series D,1886,ran out of cash,1065
Logistics,2015,Guangdong,No Funding,1978,pivot gone bad,1066
New Industry,2017,Guangdong,Series A,1552,pivot gone bad,1067
New Industry,2016,Guangdong,No Funding,1191,ran out of cash,1068
Finance,2018,Jiangsu,No Funding,1582,supervision,1069
Health,2016,Jiangsu,Angel Round,1030,get outcompeted,1070
E-Commerce,2018,Jiangsu,Series C,3696,team/investors,1071
E-Commerce,2017,Jiangsu,Series A,1491,no market need,1072
Education,2015,Jiangsu,No Funding,941,get outcompeted,1073
Education,2015,Jiangsu,No Funding,724,product mistimed,1074
Transportation,2018,Jiangsu,No Funding,2070,no business model,1075
Transportation,2017,Jiangsu,No Funding,2070,pivot gone bad,1076
Transportation,2016,Jiangsu,No Funding,1180,no business model,1077
Tool,2017,Jiangsu,No Funding,1194,no business model,1078
Local Business,2018,Jiangsu,No Funding,1735,get outcompeted,1079
Local Business,2017,Jiangsu,Pre-A Round,676,no business model,1080
Local Business,2016,Jiangsu,No Funding,2010,no business model,1081
Real Estate,2019,Jiangsu,No Funding,1193,ran out of cash,1082
Marketing,2018,Jiangsu,Angel Round,1766,no business model,1083
Marketing,2014,Jiangsu,Angel Round,1101,failure to pivot,1084
Entertainment,2019,Jiangsu,No Funding,1369,no business model,1085
Entertainment,2017,Jiangsu,No Funding,1582,no business model,1086
Entertainment,2016,Jiangsu,No Funding,1105,no business model,1087
Game,2016,Jiangsu,Angel Round,1979,burn out,1088
Game,2013,Jiangsu,No Funding,2400,poor marketing,1089
Social Media,2019,Jiangsu,Angel Round,1431,no market need,1090
Enterprise Service,2019,Jiangsu,No Funding,1400,get outcompeted,1091
Enterprise Service,2018,Jiangsu,No Funding,1705,no investor interest,1092
Enterprise Service,2018,Jiangsu,Angel Round,1735,no business model,1093
Enterprise Service,2017,Jiangsu,No Funding,2131,no business model,1094
Enterprise Service,2016,Jiangsu,No Funding,1270,poor product,1095
Enterprise Service,2014,Jiangsu,Angel Round,2404,pivot gone bad,1096
Enterprise Service,2011,Jiangsu,Strategic,784,no investor interest,1097
Hardware,2018,Jiangsu,No Funding,1521,pricing/cost issue,1098
Hardware,2016,Jiangsu,Series A,1122,no business model,1099
Sports,2018,Jiangsu,No Funding,1705,pricing/cost issue,1100
Travel,2013,Jiangsu,Series A,1403,no investor interest,1101
Logistics,2017,Jiangsu,Series B,1978,ran out of cash,1102
Finance,2018,Liaoning,Series A+,1569,supervision,1103
E-Commerce,2017,Liaoning,No Funding,2070,no business model,1104
E-Commerce,2016,Liaoning,No Funding,1190,get outcompeted,1105
E-Commerce,2016,Liaoning,No Funding,935,no business model,1106
Education,2017,Liaoning,No Funding,2131,poor marketing,1107
Tool,2017,Liaoning,No Funding,1825,lose focus,1108
Local Business,2017,Liaoning,No Funding,2131,pivot gone bad,1109
Marketing,2017,Liaoning,No Funding,1613,lose focus,1110
Entertainment,2017,Liaoning,No Funding,1825,lose focus,1111
Social Media,2018,Liaoning,Angel Round,1521,no business model,1112
Finance,2017,Hunan,No Funding,1705,supervision,1113
Finance,2016,Hunan,No Funding,1918,pivot gone bad,1114
Finance,2015,Hunan,No Funding,724,supervision,1115
E-Commerce,2019,Hunan,Public,1864,lose focus,1116
Education,2017,Hunan,No Funding,1582,no business model,1117
Transportation,2019,Hunan,No Funding,763,burn out,1118
Game,2015,Hunan,No Funding,1303,pivot gone bad,1119
Social Media,2017,Hunan,Angel Round,1735,ran out of cash,1120
Logistics,2016,Hunan,Series A,365,product mistimed,1121
Finance,2017,Fujian,No Funding,2039,ran out of cash,1122
Health,2017,Fujian,Angel Round,1521,pivot gone bad,1123
E-Commerce,2019,Fujian,No Funding,727,ran out of cash,1124
E-Commerce,2017,Fujian,Angel Round,1043,lose focus,1125
Transportation,2017,Fujian,Seed Round,151,product mistimed,1126
Tool,2018,Fujian,No Funding,1825,no investor interest,1127
Tool,2018,Fujian,Angel Round,1065,no market need,1128
Local Business,2019,Fujian,Angel Round,1461,no market need,1129
Local Business,2016,Fujian,Series A,1119,no business model,1130
Local Business,2013,Fujian,No Funding,969,no market need,1131
Marketing,2014,Fujian,No Funding,1096,no business model,1132
Entertainment,2016,Fujian,No Funding,2010,no market need,1133
Entertainment,2015,Fujian,No Funding,1979,no business model,1134
Entertainment,2014,Fujian,No Funding,1911,no business model,1135
Entertainment,2011,Fujian,No Funding,692,no business model,1136
Game,2017,Fujian,No Funding,1978,pivot gone bad,1137
Game,2016,Fujian,No Funding,2132,no investor interest,1138
Game,2016,Fujian,No Funding,2132,no investor interest,1139
Social Media,2018,Fujian,Angel Round,1644,no market need,1140
Social Media,2017,Fujian,No Funding,2710,no business model,1141
Hardware,2018,Fujian,Angel Round,1582,ran out of cash,1142
Finance,2016,Shandong,No Funding,1220,no business model,1143
Education,2017,Shandong,Angel Round,1061,lose focus,1144
Transportation,2018,Shandong,Angel Round,1491,no market need,1145
Transportation,2017,Shandong,No Funding,890,no market need,1146
Tool,2017,Shandong,No Funding,1825,legal challenges,1147
Local Business,2016,Shandong,No Funding,974,pivot gone bad,1148
Marketing,2017,Shandong,Series C,2191,pivot gone bad,1149
Marketing,2014,Shandong,No Funding,1156,pivot gone bad,1150
Game,2016,Shandong,No Funding,1857,get outcompeted,1151
Game,2015,Shandong,Angel Round,1150,no business model,1152
Social Media,2017,Shandong,Pre-A Round,1552,no market need,1153
Social Media,2017,Shandong,No Funding,2009,no business model,1154
Enterprise Service,2017,Shandong,No Funding,1735,no business model,1155
Hardware,2018,Shandong,Series A,1490,poor marketing,1156
Health,2018,Tianjin,Angel Round,1674,no business model,1157
Enterprise Service,2018,Tianjin,Angel Round,1521,product mistimed,1158
Health,2017,Chongqing,No Funding,2191,no business model,1159
E-Commerce,2017,Chongqing,No Funding,616,no business model,1160
E-Commerce,2017,Chongqing,Series B,1189,founder,1161
E-Commerce,2017,Chongqing,Angel Round,1101,no business model,1162
Local Business,2017,Chongqing,Series A,799,no market need,1163
Entertainment,2017,Chongqing,Series A,1825,poor marketing,1164
Travel,2019,Chongqing,Angel Round,1431,no market need,1165
Health,2016,Hubei,No Funding,769,no business model,1166
E-Commerce,2019,Hubei,No Funding,1278,no business model,1167
Transportation,2017,Hubei,Angel Round,705,burn out,1168
Tool,2019,Hubei,Angel Round,1492,no market need,1169
Local Business,2017,Hubei,Angel Round,1917,no market need,1170
Local Business,2016,Hubei,No Funding,1857,get outcompeted,1171
Real Estate,2019,Hubei,Angel Round,1612,get outcompeted,1172
Game,2017,Hubei,No Funding,2009,get outcompeted,1173
Social Media,2018,Hubei,No Funding,1735,no market need,1174
Social Media,2017,Hubei,Series A,2160,no business model,1175
Enterprise Service,2019,Hubei,No Funding,1419,ran out of cash,1176
Enterprise Service,2018,Hubei,No Funding,695,lose focus,1177
Enterprise Service,2015,Hubei,Angel Round,1183,no investor interest,1178
Enterprise Service,2013,Hubei,Angel Round,1495,no market need,1179
E-Commerce,2017,Shaanxi,Series A,2131,no business model,1180
Education,2019,Shaanxi,No Funding,1581,get outcompeted,1181
Transportation,2016,Shaanxi,Angel Round,2010,get outcompeted,1182
Marketing,2018,Shaanxi,No Funding,1644,no investor interest,1183
Entertainment,2016,Shaanxi,Angel Round,2010,failure to pivot,1184
Enterprise Service,2019,Shaanxi,Angel Round,1581,no investor interest,1185
Enterprise Service,2014,Shaanxi,No Funding,2221,pivot gone bad,1186
Hardware,2017,Shaanxi,Angel Round,785,no business model,1187
E-Commerce,2017,Yunnan,No Funding,1613,no investor interest,1188
E-Commerce,2017,Anhui,No Funding,2039,not the right team,1189
E-Commerce,2014,Anhui,Series B,2556,no market need,1190
Transportation,2017,Anhui,No Funding,1006,pivot gone bad,1191
Local Business,2015,Anhui,No Funding,1126,no business model,1192
Enterprise Service,2019,Anhui,No Funding,1522,no investor interest,1193
Enterprise Service,2018,Anhui,No Funding,1766,no investor interest,1194
Enterprise Service,2016,Anhui,Pre-A Round,704,get outcompeted,1195
E-Commerce,2017,Taiwan,No Funding,1856,pivot gone bad,1196
Education,2017,Taiwan,Angel Round,1825,no market need,1197
Education,2015,Taiwan,Series A,976,poor marketing,1198
Enterprise Service,2017,Taiwan,No Funding,2191,lose focus,1199
Hardware,2017,Taiwan,Angel Round,1674,no market need,1200
E-Commerce,2016,Guangxi,No Funding,943,no market need,1201
E-Commerce,2016,Guangxi,No Funding,974,no market need,1202
E-Commerce,2015,Heilongjiang,No Funding,736,no business model,1203
Transportation,2018,Overseas,Acquired,1735,lose focus,1204
Transportation,2017,Overseas,Seed Round,676,no business model,1205
Tool,2018,Overseas,Angel Round,1735,pivot gone bad,1206
Local Business,2019,Overseas,Series A,1612,burn out,1207
Local Business,2018,Overseas,Pre-A Round,1521,no market need,1208
Local Business,2017,Overseas,Series B,2131,get outcompeted,1209
Local Business,2017,Overseas,Series B,1519,no business model,1210
Local Business,2016,Overseas,Series A,1918,no market need,1211
Entertainment,2018,Overseas,Seed Round,1613,poor product,1212
Game,2018,Overseas,Series A,1825,not the right team,1213
Game,2010,Overseas,Strategic,2343,no market need,1214
Social Media,2017,Overseas,Series A,1552,poor product,1215
Social Media,2015,Overseas,Acquired,1886,no market need,1216
Enterprise Service,2016,Overseas,Acquired,2191,no investor interest,1217
Hardware,2017,Overseas,Series A,1582,product mistimed,1218
Hardware,2017,Overseas,Series A,1794,no market need,1219
Hardware,2017,Overseas,Series B,1766,poor product,1220
Hardware,2016,Overseas,Series B,2071,burn out,1221
Hardware,2014,Overseas,Series E,2556,poor marketing,1222
Sports,2017,Overseas,Series A,1886,no business model,1223
Sports,2016,Overseas,Series B,2191,lose focus,1224
Logistics,2018,Overseas,Seed Round,1521,product mistimed,1225
Logistics,2017,Overseas,Series B,1644,no business model,1226
Logistics,2017,Overseas,Seed Round,1730,burn out,1227
New Industry,2015,Overseas,Acquired,2555,poor product,1228
Transportation,2018,Hong Kong,Series A,555,burn out,1229
Tool,2016,Hong Kong,Series A,2191,no market need,1230
Local Business,2015,Henan,No Funding,724,pivot gone bad,1231
Social Media,2016,Henan,No Funding,1887,no business model,1232
Enterprise Service,2019,Henan,No Funding,547,pivot gone bad,1233
Travel,2016,Henan,No Funding,1615,no business model,1234
